Color,Rating,Opponent,Opponent_rating,Result,Opening,Moves,Year
White,2662,Aleksander Wojtkiewicz,2570,Win,                                                                                                              Sicilian Defense,49,2005
Black,2662,Surya Shekhar Ganguly,2562,Loss,                                                                                                              Sicilian Defense,90,2005
Black,2662,Bryan G Smith,2369,Win,                                                                                                              Sicilian Defense,44,2005
Black,2662,Nur Nawrose Farh,2158,Win,                                                                                                              Sicilian Defense,23,2005
Black,2662,Davor Palo,2546,Win,                                                                                                              Indian Game,33,2005
Black,2662,Ashot Anastasian,2596,Loss,                                                                                                              Slav Defense,57,2005
Black,2662,Jaan Ehlvest,2618,Win,                                                                                                              English Opening,44,2005
Black,2662,Sune Berg Hansen,2555,Win,                                                                                                              Sicilian Defense,34,2005
Black,2662,Boris Gelfand,2717,Draw,                                                                                                              Slav Defense,20,2005
Black,2662,Aleksey Dreev,2694,Draw,                                                                                                              Queen's Gambit Declined,29,2005
Black,2662,Giorgi Kacheishvili,2611,Win,                                                                                                              Nimzo-Indian Defense,115,2005
Black,2662,Ivan Sokolov,2696,Draw,                                                                                                              Slav Defense,93,2005
White,2662,Radomskyj Peter,2202,Win,                                                                                                              French Defense,40,2005
White,2662,Yannick Pelletier,2583,Win,                                                                                                              French Defense,52,2005
White,2662,Aleksander Wojtkiewicz,2570,Draw,                                                                                                              Sicilian Defense,24,2005
White,2662,Aleksey Dreev,2694,Win,                                                                                                              Semi-Slav Defense,54,2005
White,2662,Daniel Fridman,2564,Draw,                                                                                                              English Opening,83,2005
White,2662,Tiger Hillarp Persson,2534,Win,                                                                                                              French Defense,100,2005
White,2662,Joel Benjamin,2576,Win,                                                                                                              English Opening,69,2005
White,2662,Nikola Mitkov,2520,Draw,                                                                                                              King's Pawn Opening,55,2005
White,2662,Krishnan Sasikiran,2663,Loss,                                                                                                              King's Pawn Opening,87,2005
White,2662,Andrei Volokitin,2666,Loss,                                                                                                              Sicilian Defense,23,2005
White,2662,Bartlomiej Macieja,2592,Draw,                                                                                                              English Opening,38,2005
White,2662,Christian Bauer,2625,Win,                                                                                                              Sicilian Defense,78,2005
White,2662,Alexander Shabalov,2581,Win,                                                                                                              Queen's Gambit Declined,30,2005
Black,2620,Gregory Kaidanov,2611,Win,                                                                                                              Grünfeld Defense,68,2004
Black,2620,Julio E Granda Zuniga,2605,Loss,                                                                                                              Neo-Grünfeld Defense,74,2004
Black,2620,Arkadij Naiditsch,2611,Loss,                                                                                                              Sicilian Defense,64,2004
Black,2620,Fabiano Caruana,2196,Win,                                                                                                              Sicilian Defense,40,2004
Black,2620,Thorsteinsson Thorsteinn,2283,Win,                                                                                                              King's Indian Defense,34,2004
Black,2620,John T H van der Wiel,2493,Loss,                                                                                                              Sicilian Defense,51,2004
Black,2620,Hoffmann Asa,2272,Win,                                                                                                              Sicilian Defense,57,2004
Black,2620,Nick de Firmian,2550,Win,                                                                                                              Scandinavian Defense,40,2004
Black,2620,Leonid Yudasin,2547,Draw,                                                                                                              Sicilian Defense,40,2004
Black,2620,Roland Berzinsh,2447,Win,                                                                                                              Sicilian Defense,28,2004
Black,2620,Grigory Serper,2542,Draw,                                                                                                              Slav Defense,94,2004
Black,2620,Gata Kamsky,2717,Draw,                                                                                                              Torre Attack,73,2004
Black,2620,Michael Rohde,2506,Win,                                                                                                              Réti Opening,37,2004
White,2620,Sergey Volkov,2628,Win,                                                                                                              French Defense,74,2004
Black,2620,Leinier Dominguez Perez,2645,Draw,                                                                                                              Sicilian Defense,62,2004
Black,2620,Joel Benjamin,2554,Loss,                                                                                                              Sicilian Defense,37,2004
Black,2620,Sergey Volkov,2628,Win,                                                                                                              King's Indian Defense,65,2004
Black,2620,Rogalski Timothy,2083,Win,                                                                                                              Sicilian Defense,41,2004
Black,2620,Aleksander Wojtkiewicz,2539,Draw,                                                                                                              Slav Defense,20,2004
Black,2620,Aleksej Aleksandrov,2659,Draw,                                                                                                              Semi-Slav Defense,29,2004
White,2620,Hichem Hamdouchi,2575,Draw,                                                                                                              French Defense,56,2004
White,2620,Lazaro Bruzon Batista,2637,Win,                                                                                                              Queen's Gambit Declined,37,2004
White,2620,Sergey Volkov,2628,Draw,                                                                                                              French Defense,38,2004
White,2620,Aleksander Wojtkiewicz,2539,Win,                                                                                                              Sicilian Defense,44,2004
White,2620,Stein Alan,2362,Win,                                                                                                              Nimzo-Indian Defense,60,2004
White,2620,Joel Benjamin,2554,Draw,                                                                                                              Nimzo-Indian Defense,71,2004
White,2620,Laurent Fressinet,2640,Win,                                                                                                              Scotch Game,35,2004
Black,2620,Mackenzie Molner,2213,Win,                                                                                                              Sicilian Defense,73,2004
Black,2620,Kleiman Jake,2217,Win,                                                                                                              King's Indian Defense,43,2004
Black,2620,Schneider Igor,2315,Win,                                                                                                              Sicilian Defense,33,2004
Black,2620,Alexander Shabalov,2608,Draw,                                                                                                              King's Indian Defense,40,2004
White,2620,Aleksandr Lenderman,2298,Win,                                                                                                              Slav Defense,50,2004
White,2620,Jiri Stocek,2569,Draw,                                                                                                              English Opening,99,2004
White,2620,Alexander Lastin,2588,Win,                                                                                                              Semi-Slav Defense,52,2004
White,2620,Aleksej Aleksandrov,2659,Win,                                                                                                              English Opening,102,2004
White,2620,Julio Becerra Rivero,2537,Win,                                                                                                              King's Indian Defense,86,2004
White,2620,Alexander Stripunsky,2533,Win,                                                                                                              Sicilian Defense,48,2004
White,2620,Richard G Pert,2420,Win,                                                                                                              Sicilian Defense,44,2004
White,2620,Alexander Stripunsky,2533,Draw,                                                                                                              Sicilian Defense,25,2004
White,2620,Zisman Boris,2251,Win,                                                                                                              English Opening,23,2004
White,2620,Ildar Ibragimov,2585,Win,                                                                                                              French Defense,66,2004
White,2620,Alexander Stripunsky,2533,Win,                                                                                                              Sicilian Defense,30,2004
White,2620,Andrew Karklins,2297,Win,                                                                                                              Dutch Defense,57,2004
White,2620,Michael Adams,2740,Loss,                                                                                                              Queen's Indian Defense,66,2004
White,2620,Murray G Chandler,2531,Draw,                                                                                                              Caro-Kann Defense,70,2004
White,2620,Ramachandran Ramesh,2465,Win,                                                                                                              Sicilian Defense,29,2004
White,2620,Jonathan Rowson,2577,Loss,                                                                                                              Sicilian Defense,41,2004
White,2620,Anna Zatonskih,2440,Win,                                                                                                              Trompowsky Attack,26,2004
Black,2620,Kamil Miton,2600,Draw,                                                                                                              King's Indian Defense,58,2004
White,2620,Rouslan Pogorelov,2439,Draw,                                                                                                              English Opening,66,2004
White,2620,Ehsan Ghaem Maghami,2558,Draw,                                                                                                              Sicilian Defense,13,2004
White,2620,Sergey Karjakin,2576,Win,                                                                                                              Four Knights Game,41,2004
White,2620,Alexander Shabalov,2608,Draw,                                                                                                              Semi-Slav Defense,54,2004
White,2620,Helgi Olafsson,2531,Draw,                                                                                                              Trompowsky Attack,46,2004
White,2620,Tiger Hillarp Persson,2523,Loss,                                                                                                              Dutch Defense,37,2004
White,2620,Muhammad Stephen A,2387,Win,                                                                                                              Ruy López Opening,28,2004
White,2620,Alexander Stripunsky,2533,Loss,                                                                                                              Scandinavian Defense,75,2004
White,2620,Alexander Goldin,2620,Draw,                                                                                                              Sicilian Defense,32,2004
White,2620,Robert Hess,2214,Win,                                                                                                              Ruy López Opening,43,2004
White,2620,Alexander Goldin,2620,Draw,                                                                                                              Queen's Gambit Declined,41,2004
White,2620,Alexander Stripunsky,2533,Loss,                                                                                                              Semi-Slav Defense,21,2004
White,2620,Antoaneta Stefanova,2523,Draw,                                                                                                              English Opening,57,2004
White,2620,Sergey Karjakin,2576,Win,                                                                                                              Sicilian Defense,55,2004
White,2620,Sergey Karjakin,2576,Loss,                                                                                                              Sicilian Defense,39,2004
White,2620,Sergey Kudrin,2528,Draw,                                                                                                              Grünfeld Defense,34,2004
White,2620,Leonid Yudasin,2547,Draw,                                                                                                              English Opening,68,2004
White,2620,Igor A Nikolayev,2334,Draw,                                                                                                              Trompowsky Attack,31,2004
White,2620,Nelson Castaneda,2285,Win,                                                                                                              English Opening,35,2004
Black,2620,Michael Adams,2740,Draw,                                                                                                              Alekhine's Defense,21,2004
Black,2620,Varuzhan Akobian,2571,Draw,                                                                                                              Queen's Gambit Declined,10,2004
Black,2620,Aleksander Wojtkiewicz,2539,Draw,                                                                                                              Neo-Grünfeld Defense,16,2004
Black,2620,Jon G Vidarsson,2336,Win,                                                                                                              Sicilian Defense,27,2004
Black,2620,Alexander Stripunsky,2533,Win,                                                                                                              Sicilian Defense,49,2004
Black,2620,Sergey Erenburg,2537,Loss,                                                                                                              Sicilian Defense,62,2004
Black,2620,Jay Richard Bonin,2342,Win,                                                                                                              English Opening,44,2004
Black,2620,Roland Schmaltz,2528,Draw,                                                                                                              Sicilian Defense,39,2004
Black,2620,Andranik Matikozian,2479,Loss,                                                                                                              Sicilian Defense,34,2004
Black,2620,Jaan Ehlvest,2631,Draw,                                                                                                              Slav Defense,12,2004
Black,2620,Daniel Stellwagen,2512,Draw,                                                                                                              Sicilian Defense,43,2004
Black,2620,Kamil Miton,2600,Draw,                                                                                                              King's Indian Defense,56,2004
Black,2620,Gennadij Sagalchik,2487,Draw,                                                                                                              French Defense,26,2004
Black,2620,Sergey Karjakin,2576,Win,                                                                                                              Sicilian Defense,57,2004
Black,2620,Sergei Tiviakov,2617,Win,                                                                                                              Sicilian Defense,69,2004
Black,2620,Sergey Karjakin,2576,Win,                                                                                                              Scandinavian Defense,60,2004
Black,2620,Goletiani Rusudan,2336,Win,                                                                                                              Réti Opening,39,2004
Black,2620,Miller Daniel I,2278,Win,                                                                                                              Sicilian Defense,13,2004
White,2620,Robert Hess,2214,Win,                                                                                                              Modern Defense,22,2004
Black,2620,Alexander Lastin,2588,Draw,                                                                                                              Slav Defense,46,2004
White,2620,Bu Xiangzhi,2615,Draw,                                                                                                              Slav Defense,36,2004
White,2620,Chen Zhu,2494,Draw,                                                                                                              Semi-Slav Defense,182,2004
White,2620,Friso Nijboer,2567,Win,                                                                                                              Trompowsky Attack,43,2004
Black,2620,Daniel Fridman,2578,Win,                                                                                                              King's Indian Defense,37,2004
Black,2620,Jon S Speelman,2555,Win,                                                                                                              Réti Opening,47,2004
Black,2620,Sergey Volkov,2628,Draw,                                                                                                              King's Indian Defense,64,2004
Black,2620,Vasilios Kotronias,2599,Loss,                                                                                                              Ruy López Opening,47,2004
Black,2620,Peter K Wells,2504,Draw,                                                                                                              Trompowsky Attack,18,2004
White,2620,Eric Lobron,2509,Win,                                                                                                              Nimzo-Indian Defense,33,2004
Black,2620,Sergey Karjakin,2576,Draw,                                                                                                              Sicilian Defense,59,2004
Black,2620,Alexander Shabalov,2608,Loss,                                                                                                              Grünfeld Defense,63,2004
Black,2620,Lakdawala Cyrus,2422,Win,                                                                                                              Trompowsky Attack,42,2004
Black,2620,Vitali Golod,2554,Draw,                                                                                                              Grünfeld Defense,13,2004
Black,2620,Arthur B Bisguier,2276,Win,                                                                                                              Queen's Pawn Opening,34,2004
White,2620,Blas Lugo,2399,Win,                                                                                                              Slav Defense,65,2004
Black,2620,Ricardo Szmetan,2283,Win,                                                                                                              Indian Game,40,2003
Black,2620,Luis Galego,2515,Win,                                                                                                              Sicilian Defense,46,2003
Black,2620,Miguel Illescas Cordoba,2626,Loss,                                                                                                              Slav Defense,55,2003
White,2620,Eugene Perelshteyn,2505,Draw,                                                                                                              Nimzo-Indian Defense,68,2003
White,2620,Eugene Perelshteyn,2505,Draw,                                                                                                              King's Indian Defense,58,2003
White,2620,Georg Seul,2460,Win,                                                                                                              Modern Defense,48,2003
White,2620,Julio Becerra Rivero,2537,Draw,                                                                                                              Modern Defense,59,2003
White,2620,Nazar Firman,2473,Loss,                                                                                                              French Defense,41,2003
White,2620,Ildar Ibragimov,2585,Win,                                                                                                              Queen's Gambit Accepted,31,2003
White,2620,Jesus Nogueiras Santiago,2546,Win,                                                                                                              Semi-Slav Defense,61,2003
White,2620,Roi Reinaldo Castineira,2446,Loss,                                                                                                              French Defense,42,2003
White,2620,Tarvo Seeman,2421,Win,                                                                                                              King's Indian Defense,42,2003
White,2620,Arias Torio Sergio,2144,Win,                                                                                                              French Defense,36,2003
White,2620,Catereniuc Dragos,2131,Win,                                                                                                              Dutch Defense,33,2003
White,2620,Mohammed Al-Modiahki,2577,Draw,                                                                                                              King's Indian Defense,51,2003
White,2620,Daniel H Campora,2549,Draw,                                                                                                              Four Knights Game,76,2003
White,2620,Javier Moreno Carnero,2512,Win,                                                                                                              King's Indian Defense,44,2003
White,2620,Delgado Alberto,2310,Win,                                                                                                              Benoni Defense,48,2003
White,2620,Ashe Brandon,2228,Win,                                                                                                              Sicilian Defense,33,2003
White,2620,Alexander Goldin,2620,Loss,                                                                                                              Scotch Game,51,2003
White,2620,Alexander Ivanov,2582,Win,                                                                                                              Nimzo-Indian Defense,51,2003
White,2620,Igor Novikov,2588,Loss,                                                                                                              Semi-Slav Defense,35,2003
White,2620,Larry Christiansen,2531,Draw,                                                                                                              Nimzo-Indian Defense,34,2003
White,2620,Nick de Firmian,2550,Draw,                                                                                                              Nimzo-Indian Defense,44,2003
White,2620,Gregory Shahade,2441,Win,                                                                                                              Grünfeld Defense,47,2003
White,2620,Jennifer Shahade,2361,Draw,                                                                                                              English Opening,29,2003
White,2620,Alexander Stripunsky,2533,Draw,                                                                                                              Slav Defense,40,2003
White,2620,Roland Schmaltz,2528,Draw,                                                                                                              Queen's Indian Defense,40,2003
White,2620,Jay Richard Bonin,2342,Win,                                                                                                              Queen's Pawn Opening,28,2003
White,2620,William M Paschall,2394,Win,                                                                                                              French Defense,52,2003
White,2620,Heikki Kallio,2469,Win,                                                                                                              Indian Game,37,2003
Black,2620,Justin Sarkar,2386,Win,                                                                                                              English Opening,65,2003
White,2620,Pawel Jaracz,2531,Draw,                                                                                                              Queen's Indian Defense,28,2003
White,2620,Geist Mark J,2293,Win,                                                                                                              French Defense,62,2003
White,2620,Dennis de Vreugt,2466,Loss,                                                                                                              Slav Defense,43,2003
White,2620,Dominguez Jose M,2353,Win,                                                                                                              Old Indian Defense,28,2003
White,2620,Jaan Ehlvest,2631,Draw,                                                                                                              Semi-Slav Defense,27,2003
White,2620,Peter Fauland,2277,Win,                                                                                                              Sicilian Defense,25,2003
White,2620,Vadim Milov,2683,Loss,                                                                                                              Nimzo-Indian Defense,29,2003
White,2620,Sam E Collins,2387,Win,                                                                                                              Slav Defense,24,2003
White,2620,Ernesto Fernandez Romero,2471,Win,                                                                                                              King's Indian Defense,33,2003
White,2620,Henriksen Geir,2203,Win,                                                                                                              Benoni Defense,29,2003
White,2620,Ernesto Inarkiev,2604,Loss,                                                                                                              King's Indian Defense,45,2003
White,2620,Alexander Riazantsev,2596,Draw,                                                                                                              Queen's Indian Defense,13,2003
White,2620,Aleksander Wojtkiewicz,2539,Win,                                                                                                              Sicilian Defense,47,2003
White,2620,Pawel Jaracz,2531,Draw,                                                                                                              Slav Defense,66,2003
White,2620,Emanuel Berg,2529,Win,                                                                                                              French Defense,38,2003
White,2620,Benen Samson,2339,Loss,                                                                                                              Indian Game,70,2003
White,2620,Sergey Karjakin,2576,Win,                                                                                                              Sicilian Defense,52,2003
White,2620,Yannick Pelletier,2589,Win,                                                                                                              Sicilian Defense,45,2003
White,2620,Alfonso Romero Holmes,2514,Loss,                                                                                                              French Defense,60,2003
White,2620,Ivan Ivanisevic,2533,Win,                                                                                                              King's Indian Defense,43,2003
White,2620,Roberto Martin Del Campo C,2404,Win,                                                                                                              King's Indian Defense,51,2003
White,2620,Andrei Sokolov,2591,Loss,                                                                                                              Slav Defense,81,2003
White,2620,Aigner Michael,2255,Win,                                                                                                              Sicilian Defense,46,2003
White,2620,Andrews Todd D,2283,Win,                                                                                                              English Opening,47,2003
White,2620,Levon Aronian,2675,Draw,                                                                                                              Queen's Gambit Declined,65,2003
White,2620,Pupo Emilio,2375,Win,                                                                                                              King's Indian Defense,50,2003
White,2620,Aleksander Wojtkiewicz,2539,Loss,                                                                                                              Sicilian Defense,43,2003
Black,2620,Victor Bologan,2669,Draw,                                                                                                              Neo-Grünfeld Defense,94,2003
Black,2620,Monika Socko,2439,Win,                                                                                                              Grünfeld Defense,71,2003
Black,2620,Dr Volkmar Dinstuhl,2420,Loss,                                                                                                              Slav Defense,35,2003
Black,2620,Jesse Kraai,2425,Draw,                                                                                                              King's Indian Defense,62,2003
Black,2620,Schmidt Raul,2216,Loss,                                                                                                              Sicilian Defense,59,2003
Black,2620,Marko Tratar,2473,Loss,                                                                                                              Slav Defense,129,2003
Black,2620,Pablo Ricardi,2548,Loss,                                                                                                              Sicilian Defense,51,2003
Black,2620,Ahmed Esam Aly,2388,Draw,                                                                                                              Sicilian Defense,64,2003
Black,2620,Andrei Sokolov,2591,Win,                                                                                                              Neo-Grünfeld Defense,58,2003
Black,2620,Ivan Morovic Fernandez,2564,Draw,                                                                                                              King's Indian Defense,11,2003
Black,2620,Khmelevskyi Sergii,2272,Win,                                                                                                              Benko Gambit Half-Accepted,25,2003
Black,2620,Emanuel Berg,2529,Draw,                                                                                                              Sicilian Defense,54,2003
Black,2620,Boris F Gulko,2600,Loss,                                                                                                              English Opening,45,2003
Black,2620,Pettersson Tobias,2071,Win,                                                                                                              Slav Defense,43,2003
Black,2620,Roland Schmaltz,2528,Draw,                                                                                                              Sicilian Defense,88,2003
Black,2620,Marko Tratar,2473,Win,                                                                                                              Neo-Grünfeld Defense,45,2003
Black,2620,David Kjartansson,2279,Win,                                                                                                              Sicilian Defense,22,2003
Black,2620,Boris Kreiman,2481,Win,                                                                                                              King's Indian Defense,48,2003
Black,2620,Tsyganov Igor M,2263,Draw,                                                                                                              King's Indian Defense,40,2003
Black,2620,Justin Sarkar,2386,Win,                                                                                                              King's Indian Defense,20,2003
Black,2620,Privman Boris,2302,Win,                                                                                                              King's Indian Defense,53,2003
Black,2620,Michael A Mulyar,2409,Win,                                                                                                              Sicilian Defense,40,2003
Black,2620,Emil Sutovsky,2697,Loss,                                                                                                              Sicilian Defense,40,2003
Black,2620,Julio Becerra Rivero,2537,Loss,                                                                                                              Sicilian Defense,68,2003
Black,2620,Maurice Ashley,2465,Win,                                                                                                              Sicilian Defense,25,2003
Black,2620,Daniel Fridman,2578,Loss,                                                                                                              King's Indian Defense,68,2003
Black,2620,Piotr Bobras,2453,Win,                                                                                                              Sicilian Defense,50,2003
Black,2620,Edwin van Haastert,2411,Win,                                                                                                              Sicilian Defense,35,2003
Black,2620,Christian Bauer,2622,Draw,                                                                                                              Slav Defense,57,2003
Black,2620,Luke J McShane,2629,Draw,                                                                                                              Sicilian Defense,41,2003
Black,2620,Georgios Alexopoulos,2249,Win,                                                                                                              Sicilian Defense,31,2003
Black,2620,Jaan Ehlvest,2631,Win,                                                                                                              Slav Defense,41,2003
Black,2620,Kedyk Dmitry,2252,Loss,                                                                                                              Sicilian Defense,82,2003
Black,2620,Beckwith Paul H,2179,Win,                                                                                                              Sicilian Defense,35,2003
Black,2620,Julio E Granda Zuniga,2605,Win,                                                                                                              Slav Defense,65,2003
Black,2620,Pavel Blatny,2454,Draw,                                                                                                              Bird's Opening,61,2003
Black,2620,Pawel Jaracz,2531,Loss,                                                                                                              Sicilian Defense,67,2003
Black,2620,Leonid Yudasin,2547,Loss,                                                                                                              Sicilian Defense,135,2003
Black,2620,Pawel Jaracz,2531,Draw,                                                                                                              Sicilian Defense,36,2003
Black,2620,Mikhail Kobalia,2621,Loss,                                                                                                              Sicilian Defense,30,2003
Black,2620,Alexander Grischuk,2704,Loss,                                                                                                              Sicilian Defense,68,2003
Black,2620,Jay Richard Bonin,2342,Loss,                                                                                                              Van Geet Opening,72,2003
Black,2620,Labib Ibrahim Hasan,2410,Win,                                                                                                              Sicilian Defense,39,2003
Black,2520,Evgeniy Najer,2585,Loss,                                                                                                              Sicilian Defense,71,2003
Black,2620,Pavel Blatny,2454,Draw,                                                                                                              King's Fianchetto Opening,55,2003
Black,2620,Klein Erez,2292,Draw,                                                                                                              King's Indian Defense,64,2003
Black,2620,Oleg Korneev,2583,Loss,                                                                                                              Sicilian Defense,46,2003
Black,2620,Yasser Seirawan,2631,Draw,                                                                                                              Grünfeld Defense,63,2003
Black,2620,Carlos Garcia Palermo,2459,Win,                                                                                                              Trompowsky Attack,35,2003
Black,2620,Robert Kempinski,2608,Win,                                                                                                              Slav Defense,43,2003
Black,2620,John L Watson,2349,Win,                                                                                                              Semi-Slav Defense Accepted,28,2003
Black,2620,Chen De,2361,Win,                                                                                                              Slav Defense,52,2003
Black,2620,Alexei Gavrilov,2468,Win,                                                                                                              Indian Game,30,2003
Black,2620,Gennadij Sagalchik,2487,Win,                                                                                                              French Defense,37,2003
Black,2620,Schneider Igor,2315,Draw,                                                                                                              Sicilian Defense,55,2003
Black,2620,Ilya Smirin,2673,Loss,                                                                                                              Sicilian Defense,35,2003
Black,2620,De La Cruz Alfredo,2224,Win,                                                                                                              Indian Game,49,2003
Black,2620,Bernardo Roselli Mailhe,2405,Win,                                                                                                              Sicilian Defense,42,2003
Black,2620,Dean Ippolito,2392,Win,                                                                                                              Neo-Grünfeld Defense,49,2003
Black,2620,Evgeny Alekseev,2604,Draw,                                                                                                              King's Indian Defense,30,2003
White,2620,Igor Glek,2580,Win,                                                                                                              Queen's Gambit Declined,38,2003
Black,2520,Walter Arencibia,2511,Win,                                                                                                              King's Indian Defense,57,2002
Black,2520,Yury Shulman,2555,Draw,                                                                                                              English Opening,77,2002
White,2520,Thanh Trang Hoang,2445,Win,                                                                                                              French Defense,42,2002
White,2520,Dr Florian Handke,2516,Loss,                                                                                                              Sicilian Defense,80,2002
White,2520,Irina Krush,2433,Win,                                                                                                              Sicilian Defense,56,2002
White,2520,Alexandre Lesiege,2528,Win,                                                                                                              Sicilian Defense,34,2002
White,2520,Gergely Antal,2485,Loss,                                                                                                              French Defense,39,2002
White,2520,Giovanni Vescovi,2592,Win,                                                                                                              Sicilian Defense,60,2002
White,2520,Albert Bokros,2420,Win,                                                                                                              Sicilian Defense,27,2002
White,2520,Dr Andras Flumbort,2443,Draw,                                                                                                              Caro-Kann Defense,17,2002
White,2520,Heikki Kallio,2474,Loss,                                                                                                              Philidor Defense,55,2002
White,2520,Cabrejos Tovar Jose,2160,Win,                                                                                                              Scotch Game,27,2002
White,2520,Vasik Rajlich,2244,Win,                                                                                                              Sicilian Defense,42,2002
